queue_id,department_id,queue_count,department_capacity,staff_efficiency,equipment_status,historical_wait_time,hour,day_of_week,is_weekend,priority,actual_wait_time,timestamp
8476,7,0,7,1.2985865902094453,1,178.8313432835821,15,5,1,3,195,2025-03-22 15:41:16.737360+00:00
8530,9,0,10,1.2068059270067875,1,175.61339421613394,15,5,1,3,273,2025-03-22 15:41:16.777232+00:00
8551,7,0,7,1.2071619947079433,1,179.1447562776957,15,5,1,3,128,2025-03-22 15:41:16.793173+00:00
8567,7,0,7,1.2865129371005184,1,179.1970588235294,15,5,1,3,13,2025-03-22 15:41:16.804855+00:00
8777,6,0,7,1.2787274584240476,1,134.14984709480123,15,5,1,3,236,2025-03-22 15:41:16.962020+00:00
8828,11,0,11,1.2755255782660877,1,178.91291727140785,15,5,1,3,85,2025-03-22 15:41:17.001655+00:00
8834,4,0,13,1.1986726957820497,1,150.13532763532763,15,5,1,3,16,2025-03-22 15:41:17.005978+00:00
8910,9,0,10,1.1658684481718284,1,175.95070422535213,15,5,1,3,15,2025-03-22 15:41:17.061064+00:00
9033,5,0,9,1.2987639324047837,1,166.31571627260084,15,5,1,3,236,2025-03-22 15:41:17.150539+00:00
9047,8,0,9,1.0837161449298003,1,180.29088471849866,15,5,1,3,9,2025-03-22 15:41:17.160915+00:00
9067,9,0,10,1.270171248280235,1,176.06986301369864,15,5,1,3,243,2025-03-22 15:41:17.175278+00:00
9197,11,0,11,1.1643131048829118,1,178.99730094466938,15,5,1,3,7,2025-03-22 15:41:17.271418+00:00
9395,4,0,13,1.2472260629868244,1,150.47953964194375,15,5,1,3,267,2025-03-22 15:41:17.418635+00:00
9415,8,0,9,1.1899591392742923,1,179.39097744360902,15,5,1,3,39,2025-03-22 15:41:17.433635+00:00
9450,9,0,10,1.1318659669802908,1,176.51238591916558,15,5,1,3,192,2025-03-22 15:41:17.459609+00:00
9480,4,0,13,1.2348698429274296,1,150.42025316455695,15,5,1,3,19,2025-03-22 15:41:17.481665+00:00
9529,4,0,13,1.2418247529406286,1,150.2147315855181,15,5,1,3,4,2025-03-22 15:41:17.517438+00:00
9547,5,0,9,1.234474362947532,1,167.0765306122449,15,5,1,3,27,2025-03-22 15:41:17.530845+00:00
9605,8,0,9,1.1826154166877132,1,179.71882640586796,15,5,1,3,112,2025-03-22 15:41:17.573587+00:00
9692,10,0,10,1.1151965583756969,1,210.98086124401914,15,5,1,3,86,2025-03-22 15:41:17.638603+00:00
9705,8,0,9,1.2797023909614482,1,179.33052884615384,15,5,1,3,10,2025-03-22 15:41:17.648733+00:00
9758,11,0,11,1.30411712794185,1,179.33004926108376,15,5,1,3,146,2025-03-22 15:41:17.687625+00:00
9775,9,0,10,1.227896209176482,1,175.86206896551724,15,5,1,3,32,2025-03-22 15:41:17.700999+00:00
9836,7,0,7,1.1043094873782628,1,179.0909090909091,15,5,1,3,21,2025-03-22 15:41:17.747095+00:00
9851,7,0,7,1.2096351945879282,1,178.82649472450177,15,5,1,3,262,2025-03-22 15:41:17.758200+00:00
10024,11,0,11,1.1107029106894601,1,179.3931523022432,15,5,1,3,37,2025-03-22 15:41:17.885709+00:00
10130,5,0,9,1.2073481521561236,1,167.7605140186916,15,5,1,3,92,2025-03-22 15:41:17.966120+00:00
10196,7,0,7,1.1034853275046177,1,178.41787709497206,15,5,1,3,40,2025-03-22 15:41:18.015061+00:00
10251,9,0,10,1.112848594183655,1,175.5608646188851,15,5,1,3,76,2025-03-22 15:41:18.054709+00:00
10366,11,0,11,1.2974277303643498,1,178.99098083427282,15,5,1,3,231,2025-03-22 15:41:18.138880+00:00
10397,10,0,10,1.118090859345084,1,211.13879781420766,15,5,1,3,80,2025-03-22 15:41:18.162398+00:00
10438,6,0,7,1.1077003188554124,1,135.29377203290247,15,5,1,3,105,2025-03-22 15:41:18.192284+00:00
10475,11,0,11,1.2897220196271355,1,178.9240223463687,15,5,1,3,154,2025-03-22 15:41:18.220061+00:00
10488,4,0,13,1.2765425143554459,1,149.5686274509804,15,5,1,3,102,2025-03-22 15:41:18.229789+00:00
10527,10,0,10,1.3152612008618207,1,210.6210979547901,15,5,1,3,276,2025-03-22 15:41:18.258891+00:00
10550,5,0,9,1.3154391588557974,1,167.92105263157896,15,5,1,3,123,2025-03-22 15:41:18.275876+00:00
10603,5,0,9,1.1209471535694102,1,167.9814814814815,15,5,1,3,10,2025-03-22 15:41:18.316953+00:00
10666,9,0,10,1.2342348131249554,1,175.8657357679914,15,5,1,3,28,2025-03-22 15:41:18.364504+00:00
10684,8,0,9,1.2800200883567212,1,179.39979123173276,15,5,1,3,114,2025-03-22 15:41:18.379337+00:00
10689,7,0,7,1.1909365863714307,1,177.23375262054506,15,5,1,3,39,2025-03-22 15:41:18.383072+00:00
10772,11,0,11,1.0830672811680147,1,179.53155080213904,15,5,1,3,248,2025-03-22 15:41:18.445162+00:00
10802,7,0,7,1.270173401363259,1,177.46968139773895,15,5,1,3,50,2025-03-22 15:41:18.467346+00:00
10895,10,0,10,1.0965022603473698,1,210.384375,15,5,1,3,267,2025-03-22 15:41:18.537820+00:00
10909,7,0,7,1.2700562317512623,1,177.57287449392712,15,5,1,3,243,2025-03-22 15:41:18.548462+00:00
10948,6,0,7,1.2894349032623198,1,134.95709570957095,15,5,1,3,14,2025-03-22 15:41:18.578486+00:00
10951,5,0,9,1.2355043409227433,1,167.21243523316062,15,5,1,3,7,2025-03-22 15:41:18.580652+00:00
11009,7,0,7,1.0916798387971254,1,178.10636182902584,15,5,1,3,5,2025-03-22 15:41:18.623524+00:00
11026,11,0,11,1.1352777506979648,1,180.09400826446281,15,5,1,3,147,2025-03-22 15:41:18.636581+00:00
11070,9,0,10,1.1470403259881914,1,176.13673469387754,15,5,1,3,93,2025-03-22 15:41:18.669217+00:00
11081,8,0,9,1.2234109116006593,1,179.15768463073852,15,5,1,3,252,2025-03-22 15:41:18.677325+00:00
11119,4,0,13,1.184867170848556,1,149.5680238331678,15,5,1,3,23,2025-03-22 15:41:18.705487+00:00
11186,4,0,13,1.108369566874298,1,149.28599605522683,15,5,1,3,84,2025-03-22 15:41:18.756005+00:00
11189,5,0,9,1.1170533747211058,1,167.53040877367897,15,5,1,3,10,2025-03-22 15:41:18.758253+00:00
11342,7,0,7,1.1903379187421885,1,177.68708133971293,15,5,1,3,30,2025-03-22 15:41:18.889137+00:00
11380,9,0,10,1.135435158514268,1,175.7639569049951,15,5,1,3,50,2025-03-22 15:41:18.916609+00:00
11413,4,0,13,1.1366327965547847,1,148.90412272291468,15,5,1,3,11,2025-03-22 15:41:18.942733+00:00
11435,9,0,10,1.189936481473959,1,175.58503401360545,15,5,1,3,75,2025-03-22 15:41:18.959051+00:00
11469,7,0,7,1.2323018627511766,1,177.82358490566037,15,5,1,3,144,2025-03-22 15:41:18.985430+00:00
11545,7,0,7,1.255663682941298,1,177.39422180801492,15,5,1,3,6,2025-03-22 15:41:19.057628+00:00
11583,6,0,7,1.209702202585154,1,135.6484295845998,15,5,1,3,81,2025-03-22 15:41:19.085168+00:00
11664,5,0,9,1.2746545489199022,1,167.48970037453182,15,5,1,3,21,2025-03-22 15:41:19.144424+00:00
11720,8,0,9,1.2299180312391405,1,178.89126394052045,15,5,1,3,215,2025-03-22 15:41:19.184867+00:00
11961,6,0,7,1.3136109691814069,1,135.2391930835735,15,5,1,3,21,2025-03-22 15:41:19.366278+00:00
12042,5,0,9,1.0891241196494434,1,167.55565449688334,15,5,1,3,125,2025-03-22 15:41:19.430423+00:00
12076,5,0,9,1.2904960369607734,1,167.5048888888889,15,5,1,3,6,2025-03-22 15:41:19.458569+00:00
12169,8,0,9,1.2339365131925846,1,179.12455830388691,15,5,1,3,113,2025-03-22 15:41:19.528944+00:00
12176,4,0,13,1.2898544806470542,1,148.54185418541854,15,5,1,3,30,2025-03-22 15:41:19.534132+00:00
12206,8,0,9,1.2577966652352157,1,178.8311345646438,15,5,1,3,132,2025-03-22 15:41:19.556946+00:00
12212,11,0,11,1.2335341685869083,1,180.28318584070797,15,5,1,3,235,2025-03-22 15:41:19.561183+00:00
12238,4,0,13,1.0970894029789513,1,148.32533333333333,15,5,1,3,4,2025-03-22 15:41:19.579994+00:00
12264,5,0,9,1.2166381413213363,1,166.99392888117953,15,5,1,3,7,2025-03-22 15:41:19.598952+00:00
12449,7,0,7,1.2740532563590388,1,177.2895850973751,15,5,1,3,89,2025-03-22 15:41:19.735507+00:00
12457,9,0,10,1.1516224989098383,1,174.26437768240342,15,5,1,3,14,2025-03-22 15:41:19.741218+00:00
12464,9,0,10,1.163788819387616,1,174.0197086546701,15,5,1,3,115,2025-03-22 15:41:19.746163+00:00
12525,9,0,10,1.0969978121308006,1,174.2066045723963,15,5,1,3,11,2025-03-22 15:41:19.808450+00:00
12563,8,0,9,1.1337592728544057,1,178.67005937234944,15,5,1,3,38,2025-03-22 15:41:19.900075+00:00
12727,10,0,10,1.2458086450822725,1,210.81669535283993,15,5,1,3,235,2025-03-22 15:41:20.147150+00:00
12732,8,0,9,1.254759479794395,1,178.58609271523179,15,5,1,3,170,2025-03-22 15:41:20.150824+00:00
12737,10,0,10,1.236827345624049,1,210.8591065292096,15,5,1,3,179,2025-03-22 15:41:20.154838+00:00
12744,6,0,7,1.2853415870875937,1,135.46140195208517,15,5,1,3,37,2025-03-22 15:41:20.160345+00:00
12763,7,0,7,1.1294431377759497,1,177.23352318958501,15,5,1,3,192,2025-03-22 15:41:20.174783+00:00
12983,7,0,7,1.1107667832421082,1,177.81919111816018,15,5,1,3,16,2025-03-22 15:41:20.414107+00:00
13030,11,0,11,1.1116938871554076,1,179.4082792207792,15,5,1,3,61,2025-03-22 15:41:20.505392+00:00
13047,10,0,10,1.0826455056938256,1,211.0242474916388,15,5,1,3,194,2025-03-22 15:41:20.593649+00:00
13051,10,0,10,1.1376046590111906,1,211.01002506265664,15,5,1,3,286,2025-03-22 15:41:20.620343+00:00
13162,9,0,10,1.2399310728783115,1,173.94440031771248,15,5,1,3,102,2025-03-22 15:41:20.795727+00:00
13199,6,0,7,1.2203539946414044,1,134.8270361041142,15,5,1,3,75,2025-03-22 15:41:20.829506+00:00
3218,7,0,7,1.1481586338438516,1,54.0,15,5,1,2,18,2025-03-22 15:41:12.795312+00:00
3227,9,0,10,1.3169689306855896,1,0.0,15,5,1,2,112,2025-03-22 15:41:12.801923+00:00
3240,7,0,7,1.0956056992604328,1,95.66666666666667,15,5,1,2,280,2025-03-22 15:41:12.814406+00:00
3257,6,0,7,1.2176846394931573,1,116.2,15,5,1,2,246,2025-03-22 15:41:12.826676+00:00
3272,10,0,10,1.1518767765977984,1,233.1,15,5,1,2,117,2025-03-22 15:41:12.837495+00:00
3286,7,0,7,1.1107710486896494,1,163.6,15,5,1,2,225,2025-03-22 15:41:12.848512+00:00
3347,8,0,9,1.0898356853764428,1,172.07142857142858,15,5,1,2,82,2025-03-22 15:41:12.896180+00:00
3352,11,0,11,1.1505644870313911,1,190.0,15,5,1,2,260,2025-03-22 15:41:12.899572+00:00
3363,10,0,10,1.2915850620769995,1,215.86363636363637,15,5,1,2,239,2025-03-22 15:41:12.908512+00:00
3377,11,0,11,1.2050343986889884,1,200.625,15,5,1,2,204,2025-03-22 15:41:12.918451+00:00
3379,9,0,10,1.1970397498419125,1,161.0,15,5,1,2,129,2025-03-22 15:41:12.920128+00:00
3388,8,0,9,1.137911947936354,1,170.1,15,5,1,2,139,2025-03-22 15:41:12.926517+00:00
3396,8,0,9,1.2409995973217431,1,169.8,15,5,1,2,263,2025-03-22 15:41:12.931651+00:00
3410,4,0,13,1.1653631840560736,1,164.61111111111111,15,5,1,2,244,2025-03-22 15:41:12.942617+00:00
3417,8,0,9,1.1842450415440016,1,182.1290322580645,15,5,1,2,82,2025-03-22 15:41:12.947439+00:00
3434,8,0,9,1.1510575139686587,1,182.26470588235293,15,5,1,2,97,2025-03-22 15:41:12.962495+00:00
3435,10,0,10,1.1746116988996642,1,214.07142857142858,15,5,1,2,243,2025-03-22 15:41:12.963204+00:00
3456,10,0,10,1.3160102949921877,1,210.0,15,5,1,2,225,2025-03-22 15:41:12.980702+00:00
3467,9,0,10,1.295035238317203,1,171.2,15,5,1,2,231,2025-03-22 15:41:12.988948+00:00
3478,4,0,13,1.2829534116181642,1,161.8846153846154,15,5,1,2,261,2025-03-22 15:41:12.997953+00:00
3487,10,0,10,1.1094812624416805,1,207.31578947368422,15,5,1,2,28,2025-03-22 15:41:13.004236+00:00
3496,7,0,7,1.1884402569592503,1,182.44736842105263,15,5,1,2,66,2025-03-22 15:41:13.011718+00:00
3508,10,0,10,1.248736958023957,1,204.65116279069767,15,5,1,2,232,2025-03-22 15:41:13.019959+00:00
3531,7,0,7,1.2118744802965662,1,179.17777777777778,15,5,1,2,49,2025-03-22 15:41:13.036998+00:00
3535,8,0,9,1.2562801222417737,1,182.70212765957447,15,5,1,2,209,2025-03-22 15:41:13.040169+00:00
3552,6,0,7,1.1810402408751033,1,130.22857142857143,15,5,1,2,19,2025-03-22 15:41:13.052818+00:00
3577,11,0,11,1.2378901394552313,1,188.3448275862069,15,5,1,2,232,2025-03-22 15:41:13.070576+00:00
3585,11,0,11,1.22008174259793,1,189.8,15,5,1,2,86,2025-03-22 15:41:13.079912+00:00
3601,7,0,7,1.1871662310076394,1,180.453125,15,5,1,2,230,2025-03-22 15:41:13.091639+00:00
3610,7,0,7,1.2870952952104666,1,181.74242424242425,15,5,1,2,164,2025-03-22 15:41:13.098562+00:00
3659,11,0,11,1.239426178812524,1,190.0810810810811,15,5,1,2,231,2025-03-22 15:41:13.136937+00:00
3670,10,0,10,1.2041852982108883,1,203.74285714285713,15,5,1,2,100,2025-03-22 15:41:13.146554+00:00
3671,4,0,13,1.2251965702751906,1,169.73584905660377,15,5,1,2,70,2025-03-22 15:41:13.147280+00:00
3713,8,0,9,1.298299243728142,1,186.25,15,5,1,2,234,2025-03-22 15:41:13.179116+00:00
3730,7,0,7,1.1290286167375652,1,177.20238095238096,15,5,1,2,21,2025-03-22 15:41:13.191447+00:00
3732,11,0,11,1.3124250849239627,1,191.47058823529412,15,5,1,2,282,2025-03-22 15:41:13.192973+00:00
3733,4,0,13,1.1737678770458941,1,165.7017543859649,15,5,1,2,230,2025-03-22 15:41:13.193693+00:00
3758,8,0,9,1.080083383150951,1,186.65714285714284,15,5,1,2,250,2025-03-22 15:41:13.212199+00:00
3768,4,0,13,1.2911242674293406,1,162.28571428571428,15,5,1,2,120,2025-03-22 15:41:13.219010+00:00
3770,10,0,10,1.2164382018946576,1,204.30588235294118,15,5,1,2,167,2025-03-22 15:41:13.220343+00:00
3782,6,0,7,1.2398483383321428,1,134.40322580645162,15,5,1,2,16,2025-03-22 15:41:13.228934+00:00
3785,4,0,13,1.2555051220432638,1,161.625,15,5,1,2,92,2025-03-22 15:41:13.230843+00:00
3792,10,0,10,1.167434030125045,1,205.7,15,5,1,2,256,2025-03-22 15:41:13.235928+00:00
3795,10,0,10,1.1893646955704353,1,206.16304347826087,15,5,1,2,76,2025-03-22 15:41:13.238222+00:00
3811,9,0,10,1.2220747306132167,1,185.36486486486487,15,5,1,2,267,2025-03-22 15:41:13.250291+00:00
3824,5,0,9,1.261732073729501,1,165.9142857142857,15,5,1,2,205,2025-03-22 15:41:13.261514+00:00
3835,6,0,7,1.1423799641795114,1,130.5,15,5,1,2,146,2025-03-22 15:41:13.269444+00:00
3837,11,0,11,1.211289644412271,1,192.4,15,5,1,2,36,2025-03-22 15:41:13.270999+00:00
3841,6,0,7,1.1367046224420776,1,130.7123287671233,15,5,1,2,79,2025-03-22 15:41:13.273996+00:00
3851,7,0,7,1.1775708235827098,1,170.4536082474227,15,5,1,2,115,2025-03-22 15:41:13.281886+00:00
3856,8,0,9,1.2033175503394884,1,192.77380952380952,15,5,1,2,195,2025-03-22 15:41:13.285472+00:00
3863,4,0,13,1.1621606499414185,1,156.94285714285715,15,5,1,2,34,2025-03-22 15:41:13.290570+00:00
3878,5,0,9,1.3011139746101055,1,168.87179487179486,15,5,1,2,66,2025-03-22 15:41:13.303803+00:00
3918,7,0,7,1.153528654462343,1,167.5818181818182,15,5,1,2,147,2025-03-22 15:41:13.334919+00:00
3937,11,0,11,1.1861547723820443,1,192.85915492957747,15,5,1,2,252,2025-03-22 15:41:13.349641+00:00
3938,4,0,13,1.1292912988388324,1,154.9625,15,5,1,2,24,2025-03-22 15:41:13.350261+00:00
3939,6,0,7,1.2522022257087657,1,132.76543209876544,15,5,1,2,11,2025-03-22 15:41:13.350884+00:00
3948,9,0,10,1.1276152151101835,1,184.90816326530611,15,5,1,2,180,2025-03-22 15:41:13.357471+00:00
3992,4,0,13,1.2182834176466457,1,146.08695652173913,15,5,1,2,159,2025-03-22 15:41:13.393826+00:00
4012,4,0,13,1.1534104214907446,1,146.2258064516129,15,5,1,2,5,2025-03-22 15:41:13.410001+00:00
4042,7,0,7,1.2691611707718422,1,172.74809160305344,15,5,1,2,176,2025-03-22 15:41:13.433433+00:00
4044,8,0,9,1.2521240529982598,1,194.82692307692307,15,5,1,2,98,2025-03-22 15:41:13.434940+00:00
4068,10,0,10,1.245203724772036,1,204.45081967213116,15,5,1,2,285,2025-03-22 15:41:13.454544+00:00
